height_inches,height_cm,plays,birth_date,birthplace,player_id,full_name,best_rank,first_appearance,last_appearance,represented_country
,,Right-Handed,Apr 7 2002,,326285.0,Maja Radenkovic,1255.0,2023-08-21 00:00:00,2023-08-21,SWE
"5' 7""",1.70m,Right-Handed,Aug 7 1989,"Zagreb, Croatia",312744.0,Maja Sujica,1279.0,2006-12-04 00:00:00,2006-12-18,CRO
,,,,,316303.0,Majoly De Wilde,978.0,2011-02-21 00:00:00,2011-02-21,BEL
"5' 7""",1.70m,Right-Handed,Feb 26 1998,"Greenville, SC, USA",323071.0,Makenna Jones,236.0,2022-10-24 00:00:00,2025-08-18,USA
"5' 11""",1.79m,Right-Handed,Dec 23 1982,"Tachikawa, Japan",10284.0,Maki Arai,435.0,2000-12-04 00:00:00,2008-11-03,JPN
"5' 2""",1.58m,Right-Handed,May 23 1988,"Mito, Japan",317041.0,Makiho Kozawa,512.0,2011-02-21 00:00:00,2012-08-13,JPN
"5' 2""",1.57m,Right-Handed,May 28 1994,"Hiroshima, Japan",317820.0,Makoto Ninomiya,280.0,2011-12-19 00:00:00,2025-08-18,JPN
,,Right-Handed,Aug 26 1999,"Oslo, Norway",323055.0,Malene Helgø,317.0,2018-03-19 00:00:00,2025-08-18,NOR
"5' 5""",1.65m,Right-Handed,Jul 9 1991,"Miramar, FL, USA",317079.0,Malika Rose,941.0,2016-02-22 00:00:00,2016-02-22,USA
,,Right-Handed,Feb 27 1994,"Stockholm, Sweden",316825.0,Malin Ulvefeldt,579.0,2013-06-17 00:00:00,2016-02-22,SWE
,,Right-Handed,Oct 27 1994,"Nantes, France",322270.0,Mallaurie Noel,367.0,2016-02-22 00:00:00,2025-08-18,FRA
"5' 10""",1.78m,Right-Handed,Jan 28 1991,"Macon, GA, USA",314596.0,Mallory Burdette,68.0,2012-07-23 00:00:00,2014-05-26,USA
"5' 5""",1.65m,Right-Handed,Jul 18 1990,"Spartanburg, SC, U.S.",314074.0,Mallory Cecil,366.0,2006-12-04 00:00:00,2011-01-17,USA
,,Right-Handed,Mar 13 1991,"Copenhague, Denmark",314395.0,Malou Ejdesgaard,790.0,2008-11-03 00:00:00,2011-12-19,DEN
,,,,,311192.0,Mami Inoue,658.0,2005-08-22 00:00:00,2008-11-03,USA
,,Right-Handed,Mar 28 1996,"Hong Kong, China",320852.0,Man Ying Ng,736.0,2016-02-22 00:00:00,2025-03-03,HKG
"5' 7""",1.70m,Right-Handed,Sep 14 1994,"Noda, Japan",318085.0,Mana Ayukawa,382.0,2011-12-19 00:00:00,2025-08-18,JPN
"5' 7""",1.70m,Right-Handed,Aug 6 2001,,326489.0,Mana Kawamura,540.0,2019-09-16 00:00:00,2025-08-18,JPN
,,Right-Handed,Sep 14 1989,"Ushiku, Japan",312619.0,Manana Shapakidze,382.0,2005-12-05 00:00:00,2011-03-14,GEO
,,Left-Handed,Sep 09 1997,"Ljubljana, Slovenia",322219.0,Manca Pislak,500.0,2016-02-22 00:00:00,2025-08-18,SLO
"5' 11""",1.80m,Right-Handed,Nov 22 1985,"Esch-sur-Alzette, Luxembourg",310431.0,Mandy Minella,66.0,2002-06-03 00:00:00,2022-10-03,LUX
,,,,,190939.0,Mandy Stegman,1202.0,2001-09-03 00:00:00,2001-12-10,USA
,,Right-Handed,Apr 24 1994,"Zoetermeer, Netherlands",319302.0,Mandy Wagemaker,609.0,2013-10-07 00:00:00,2016-10-10,NED
,,,Sep 13 2001,,327009.0,Maneva Rakotomalala,1071.0,2019-09-16 00:00:00,2023-08-21,FRA
,,,,,318058.0,Manisha Foster,653.0,2011-12-19 00:00:00,2016-10-10,GBR
,,Right-Handed,Sep 19 1976,"Mumbai, India",130554.0,Manisha Malhotra,314.0,2000-12-04 00:00:00,2003-10-20,IND
"5' 4""",1.62m,Right-Handed,Aug 28 1994,"Rouen, France",318840.0,Manon Arcangioli,268.0,2011-12-19 00:00:00,2022-10-31,FRA
,,,,France,313012.0,Manon Garcia,1227.0,2005-12-05 00:00:00,2005-12-05,FRA
,,,,,316236.0,Manon Peral,885.0,2013-10-07 00:00:00,2019-09-16,FRA
,,,,,332009.0,Mansi Vadyala,1301.0,2023-08-21 00:00:00,2023-08-21,USA
,,,,,312864.0,Manuela Esposito,1086.0,2005-12-05 00:00:00,2005-12-05,ARG
"5' 4""",1.63m,Right-Handed,Jul 21 2005,"Aichi, Japan",330956.0,Mao Mushika,748.0,2023-08-21 00:00:00,2025-08-18,JPN
"5' 6""",1.68m,Right-Handed,Jun 24 2003,"Usingen, Germany",328432.0,Mara Guth,451.0,2022-10-24 00:00:00,2025-08-18,GER
,,,,,314574.0,Mara Nowak,677.0,2011-02-21 00:00:00,2011-02-21,GER
"6' 0""",1.83m,Right-Handed,Jun 28 1981,"Latina, Italy",190669.0,Mara Santangelo,27.0,2000-12-04 00:00:00,2010-03-01,ITA
"5' 6""",1.68m,Right-Handed,Feb 22 1992,"Bradenton, FL, USA",317231.0,Mara Schmidt,931.0,2016-02-22 00:00:00,2021-03-08,USA
,,Right-Handed,Dec 13 1984,"Mexico City, Mexico",10326.0,Marcela Arroyo Vergara,603.0,2000-12-04 00:00:00,2006-12-18,MEX
,,Right-Handed,Oct 9 1988,,312801.0,Marcela Bueno,1212.0,2016-02-22 00:00:00,2016-02-22,BRA
,,,,,50122.0,Marcela Evangelista,494.0,2000-12-04 00:00:00,2005-08-22,BRA
"5' 5""",1.65m,Right-Handed,May 27 1999,"Olsztyn, Poland",324198.0,Marcelina Podlinska,868.0,2023-08-21 00:00:00,2025-08-18,POL
"5' 11""",1.80m,Right-Handed,May 27 1988,"Leidschendam, Netherlands",313559.0,Marcella Koek,400.0,2006-11-13 00:00:00,2011-12-19,NED
"5' 6""",1.68m,Right-Handed,Jan 29 1980,"Sao Paulo, Brazil",80337.0,Marcelle Hirt,852.0,2000-12-04 00:00:00,2001-09-03,BRA
,,Right-Handed,Jul 27 1987,"Berlin, Germany",312576.0,Mareike Biglmaier,748.0,2005-08-22 00:00:00,2006-12-18,GER
,,,,,311018.0,Maren Kassens,679.0,2005-08-22 00:00:00,2006-12-18,GER
,,Right-Handed,Apr 1 2004,"Oegstgeest, Netherlands",330383.0,Marente Sijbesma,1099.0,2023-08-21 00:00:00,2023-08-21,NED
"5' 9""",1.75m,Right-Handed,Jan 31 1982,"Tallinn, Estonia",10278.0,Maret Ani,63.0,2000-12-04 00:00:00,2011-03-14,EST
,,,Aug 18 1973,,100083.0,Mareze Joubert,281.0,2000-12-04 00:00:00,2001-12-10,RSA
"5' 8""",1.72m,Right-Handed,Dec 09 1982,"Tbilisi, Georgia",30470.0,Margalita Chakhnashvili-Ranzinger,134.0,2000-12-04 00:00:00,2014-11-03,GEO
,,Right-Handed,Jul 30 1993,"Porto, Portugal",315809.0,Margarida Moura,755.0,2011-12-19 00:00:00,2012-08-06,POR
,,,,,315542.0,Margarita Edinarova,557.0,2008-10-27 00:00:00,2009-08-24,RUS
,,Right-Handed,Jun 25 2001,,328826.0,Margarita Ignatjeva,988.0,2019-11-25 00:00:00,2025-08-18,LAT
,,Left-Handed,Oct 10 1990,"Zhukovsky, Russia",313976.0,Margarita Lazareva,336.0,2008-11-03 00:00:00,2021-03-29,RUS
,,Right-Handed,Jan 13 2000,"Bataysk, Russia",323651.0,Margarita Skryabina,672.0,2018-03-05 00:00:00,2018-03-19,RUS
,,,,,313915.0,Margarita-Greta Skripnik,806.0,2011-02-21 00:00:00,2011-02-21,ISR
"5' 8""",1.73m,Right-Handed,Sep 28 1997,"Liege, Belgique",324482.0,Margaux Bovy,635.0,2018-03-05 00:00:00,2018-10-15,BEL
,,,,,329162.0,Margaux Komano,1390.0,2023-08-21 00:00:00,2025-06-16,FRA
,,Left-Handed,Nov 8 1999,,327126.0,Margaux Orange,804.0,2019-09-16 00:00:00,2021-03-29,FRA
,,Right-Handed,Oct 2 2005,"Udine, Italy",330376.0,Margherita Marcon,1197.0,2023-08-21 00:00:00,2023-08-21,ITA
"5' 9""",1.76m,Right-Handed,Sep 04 1983,"Tallinn, Estonia",180400.0,Margit Ruutel,158.0,2000-12-04 00:00:00,2011-12-19,EST
,,Right-Handed,Sep 10 1997,"Blodelsheim, France",320415.0,Margot Decker,840.0,2016-02-22 00:00:00,2016-02-22,FRA
,,Right-Handed,Sep 27 1996,"Montevideo, Uruguay",322071.0,Margot Mercier,1246.0,2016-02-22 00:00:00,2016-02-22,URU
,,Right-Handed,May 28 1986,"Terracina, Italy",200385.0,Margot Torre,522.0,2001-09-03 00:00:00,2004-10-18,ITA
"5' 10""",1.78m,Right-Handed,Apr 19 1997,"Martigues, France",320862.0,Margot Yerolymos,306.0,2014-11-03 00:00:00,2022-10-31,FRA
"5' 5""",1.65m,Right-Handed,Jul 05 1986,"Seoul, South Korea",310180.0,Mari Andersson,335.0,2001-12-10 00:00:00,2007-08-13,SWE
"5' 5""",1.65m,Right-Handed,Dec 27 1984,"Shizuoka, Japan",310360.0,Mari Inoue,540.0,2003-03-24 00:00:00,2011-12-19,JPN
,,Right-Handed,Apr 03 1996,"Osaka, Japan",318915.0,Mari Osaka,280.0,2013-09-09 00:00:00,2022-05-02,JPN
,,Right-Handed,Jan 11 1987,"Tokyo, Japan",311500.0,Mari Tanaka,287.0,2005-08-08 00:00:00,2015-06-29,JPN
,,,,,312531.0,Mari Yamauchi,1082.0,2005-12-05 00:00:00,2006-12-18,JPN
,,Right-Handed,Feb 24 1999,"Pavia, Italy",321150.0,Maria  Viviani,849.0,2019-09-16 00:00:00,2025-03-31,ITA
,,Right-Handed,Aug 19 1987,"Zagreb, Croatia",311275.0,Maria Abramovic,266.0,2003-12-22 00:00:00,2013-06-17,CRO
,,Right-Handed,Jun 29 1996,"Buenos Aires, Argentina",319850.0,Maria Agustina De Carli,1292.0,2016-02-22 00:00:00,2016-02-22,ARG
,,Right-Handed,May 5 2005,"Buenos Aires, Argentina",331745.0,Maria Agustina Farina,1322.0,2023-08-21 00:00:00,2023-08-21,ARG
,,,,,322604.0,Maria Amicuzi,1273.0,2019-11-25 00:00:00,2021-03-08,ARG
"5' 7""",1.70m,Right-Handed,Sep 27 1989,"Waldbroel, Germany",313574.0,Maria Antounia Fohse,1169.0,2005-10-07 00:00:00,2006-09-18,GER
,,Right-Handed,Jun 02 1985,"Sochi, Russia",311418.0,Maria Arkhipova,483.0,2004-09-06 00:00:00,2005-12-05,RUS
,,Right-Handed,Feb 7 1987,"Yaroslav, Russia",312162.0,Maria Babich,903.0,2005-08-22 00:00:00,2005-12-05,RUS
,,,May 25 1979,"Rostov on Don, Russia",20421.0,Maria Boboedova,501.0,2000-12-04 00:00:00,2002-06-03,RUS
,,Right-Handed,Apr 09 2003,"Tolyatti, Russia",330280.0,Maria Bondarenko,304.0,2021-03-08 00:00:00,2024-09-23,RUS
,,,,,319755.0,Maria Canero Perez,1060.0,2016-02-22 00:00:00,2016-02-22,ESP
,,,,,331549.0,Maria Carolina Ferreira Turchetto,1016.0,2023-08-21 00:00:00,2024-02-26,BRA
,,,,,315455.0,Maria Claudia Santos Sant'Anna,944.0,2008-11-03 00:00:00,2008-11-03,BRA
,,Right-Handed,Oct 28 1996,"Moscow, Russia",328137.0,Maria Daniels Sierra,1015.0,2019-09-16 00:00:00,2021-03-08,RUS
"5' 5""",1.64m,Right-Handed,Mar 21 1982,"Motta di Livenza, Italy",30462.0,Maria Elena Camerin,41.0,2000-12-04 00:00:00,2015-04-06,ITA
"5' 5""",1.70m,,May 7 1997,"Cumana, Venezuela",321082.0,Maria Elena Medina Betancourt,862.0,2014-11-03 00:00:00,2014-11-03,VEN
,,,,,20590.0,Maria Eugenia Brito,527.0,2000-12-04 00:00:00,2003-03-24,MEX
,,,,,312863.0,Maria Eugenia Roca Recarey,936.0,2005-12-05 00:00:00,2006-12-18,URU
"5' 9""",1.74m,Right-Handed,Feb 28 1988,"Santa Cruz, Bolivia",313564.0,Maria Fernanda Alvarez Teran,187.0,2005-12-05 00:00:00,2016-10-10,BOL
"5' 9""",1.74m,Left-Handed,Apr 17 1983,"Florianópolis, Brazil",10258.0,Maria Fernanda Alves,132.0,2000-12-04 00:00:00,2016-02-22,BRA
,,,,,311254.0,Maria Fernanda Riveroll,1310.0,2005-12-05 00:00:00,2005-12-05,MEX
,,Right-Handed,Feb 1 2002,"Maia, Portugal",327160.0,Maria Fonte,884.0,2019-09-16 00:00:00,2021-03-29,POR
,,Right-Handed,Apr 5 2005,"Madrid, Spain",330512.0,Maria Garcia Cid,960.0,2024-02-26 00:00:00,2025-04-21,ESP
,,,,,312900.0,Maria Gatalskaya,1293.0,2005-12-05 00:00:00,2005-12-05,RUS
,,Right-Handed,Mar 13 1977,"Sofia, Bulgaria",70286.0,Maria Geznenge,190.0,2000-12-04 00:00:00,2006-12-18,GER
"5' 9""",1.76m,Right-Handed,Jun 05 1979,"Moscow, Russia",70325.0,Maria Goloviznina,135.0,2000-12-04 00:00:00,2005-10-03,RUS
,,Right-Handed,Jul 4 1988,"Moscow, Russia",311205.0,Maria Gugel,833.0,2004-10-18 00:00:00,2004-10-18,ISR
,,Right-Handed,Sep 15 1997,"Madrid, Spain",320956.0,Maria Gutierrez Carrasco,291.0,2016-02-22 00:00:00,2022-10-31,ESP
,,,,,110549.0,Maria Jedlickova,577.0,2001-09-03 00:00:00,2003-08-25,SVK
"5' 9""",1.74m,Left-Handed,Oct 08 1992,"Porto, Portugal",314757.0,Maria Joao Koehler,102.0,2008-11-03 00:00:00,2018-10-15,POR
"5' 9""",1.76m,Left-Handed,Aug 12 1982,"Yecla, Spain",130591.0,Maria Jose  Martinez Sanchez,19.0,2000-12-04 00:00:00,2017-04-10,ESP
,,Right-Handed,Jul 16 1984,"Tandil, Argentina",10342.0,Maria Jose Argeri,149.0,2000-12-04 00:00:00,2008-09-15,ARG
,,Right-Handed,Jun 6 1996,"Cordoba, Spain",319756.0,Maria Jose Luque Moreno,597.0,2016-02-22 00:00:00,2019-09-16,ESP
"5' 8""",1.72m,Right-Handed,Mar 2 1996,"Rafaela, Argentina",320739.0,Maria Jose Zehnder,1357.0,2023-08-21 00:00:00,2023-08-21,ARG
,,Right-Handed,Apr 30 2000,"Tallinn, Estonia",325054.0,Maria Kaul,757.0,2021-03-08 00:00:00,2022-10-31,EST
"5' 8""",1.74m,Right-Handed,Jan 25 1987,"Moscow, Russia",310577.0,Maria Kirilenko,10.0,2002-06-03 00:00:00,2015-09-14,RUS
,,,,,312129.0,Maria Komissarova,1391.0,2005-12-05 00:00:00,2005-12-05,RUS
,,Right-Handed,Jan 17 1982,"Moscow, Russia",110497.0,Maria Kondratieva,210.0,2000-12-04 00:00:00,2011-02-21,RUS
,,Right-Handed,Mar 04 1997,"Ufa, Russia",323794.0,Maria Kononova,641.0,2023-08-21 00:00:00,2025-08-18,RUS
,,Right-Handed,May 22 1999,"Saint Petersburg, Russia",325632.0,Maria Kozyreva,342.0,2022-10-31 00:00:00,2025-08-18,RUS
,,,,,110582.0,Maria Kravchenko,1055.0,2000-12-04 00:00:00,2001-12-10,LAT
,,Right-Handed,Mar 13 2001,"Balashikha, Russia",328895.0,Maria Krupenina,1106.0,2019-11-25 00:00:00,2021-03-08,RUS
,,Right-Handed,Dec 6 1982,"Bibbiena, Italy",260115.0,Maria Letizia Zavagli,1047.0,2000-12-04 00:00:00,2001-12-10,ITA
,,,,,10311.0,Maria Lorena Alcetegaray,1118.0,2000-12-04 00:00:00,2000-12-25,ARG
,,Right-Handed,Jul 3 1990,"Pitesti, Romania",312782.0,Maria Luiza Craciun,796.0,2005-12-05 00:00:00,2006-12-18,ROU
,,Right-Handed,Jun 9 2000,"Moscow, Russia",326943.0,Maria Manilova,1227.0,2019-09-16 00:00:00,2021-03-08,RUS
"5' 9""",1.75m,Right-Handed,Jun 05 1997,"Voronezh, Russia",320930.0,Maria Marfutina,354.0,2014-01-20 00:00:00,2021-10-11,ITA
,,Right-Handed,Dec 20 2004,"Mexico City, Mexico",329427.0,Maria Martinez Hernandez,1181.0,2023-08-21 00:00:00,2023-08-21,MEX
,,,,,318955.0,Maria Martinez Martinez,731.0,2016-02-22 00:00:00,2016-02-22,ESP
,,Right-Handed,Jan 28 1994,"Siena, Italy",317413.0,Maria Masini,1039.0,2016-02-22 00:00:00,2019-11-25,ITA
,,Right-Handed,Nov 04 1990,"Moscow, Russia",313383.0,Maria Mokh,359.0,2006-12-04 00:00:00,2014-11-03,RUS
"5' 8""",1.72m,Right-Handed,Oct 19 1989,"Moscow, Russia",313062.0,Maria Mosolova,758.0,2006-12-04 00:00:00,2008-01-14,RUS
,,Right-Handed,May 14 2000,,325604.0,Maria Oliver Sanchez,1390.0,2023-08-21 00:00:00,2025-08-18,ESP
,,Right-Handed,Jun 04 1977,"Bibbiena, Italy",260074.0,Maria Paola Zavagli,242.0,2000-12-04 00:00:00,2004-09-06,ITA
,,Right-Handed,Oct 7 2002,"Bucaramanga, Colombia",329256.0,Maria Parra Romero,1020.0,2019-11-25 00:00:00,2019-11-25,COL
"5' 7""",1.7m,Left-Handed,Jan 19 1997,"Bucharest, Romania",319800.0,Maria Patrascu,976.0,2016-02-22 00:00:00,2019-11-25,CAN
,,Right-Handed,Mar 30 1990,,313090.0,Maria Paula Hernandez,1125.0,2006-12-04 00:00:00,2006-12-18,MEX
,,Right-Handed,Jan 20 1978,"Thessaloniki, Greece",160299.0,Maria Pavlidou,541.0,2000-12-04 00:00:00,2003-03-24,GRE
,,Right-Handed,Jun 25 1984,"Sofia, Bulgaria",160434.0,Maria Penkova,413.0,2002-06-03 00:00:00,2007-06-11,BUL
,,Right-Handed,May 08 1999,"Oaxaca, Mexico",324255.0,Maria Portillo Ramirez,377.0,2018-03-19 00:00:00,2025-08-18,MEX
,,Right-Handed,Dec 22 2001,"Guatemala City, Guatemala",328916.0,Maria Rivera Corado,728.0,2022-10-24 00:00:00,2023-08-21,GUA
,,Right-Handed,Nov 26 1989,"Modesto, CA, USA",313958.0,Maria Sanchez,107.0,2011-02-21 00:00:00,2021-10-11,USA
"6' 2""",1.88m,Right-Handed,Apr 19 1987,"Nyagan, Russia",310137.0,Maria Sharapova,1.0,2002-04-29 00:00:00,2020-02-24,RUS
,,Right-Handed,Jul 22 1998,"Almaty, Kazakhstan",320618.0,Maria Shishkina,1103.0,2016-02-22 00:00:00,2016-02-22,KAZ
,,Right-Handed,Jan 12 2004,"Sochi, Russia",330632.0,Maria Sholokhova,971.0,2022-10-24 00:00:00,2025-08-18,RUS
,,Right-Handed,Aug 19 2002,"Moscow, Russia",328933.0,Maria Shusharina,702.0,2019-09-16 00:00:00,2021-03-29,RUS
"5' 6""",1.68m,Right-Handed,Dec 25 1987,"Mackay, Australia",312764.0,Maria Sorbello,1046.0,2005-12-05 00:00:00,2005-12-05,AUS
"5' 3""",1.61m,Right-Handed,Aug 29 1988,"Warsaw, Poland",312258.0,Maria Spenceley,1414.0,2006-12-04 00:00:00,2006-12-04,GBR
,,,,,327931.0,Maria Tanasescu,924.0,2019-09-16 00:00:00,2021-03-08,CAN
,,Right-Handed,Sep 21 2000,"Volzhsky, Russia",327215.0,Maria Titova,1197.0,2019-09-16 00:00:00,2019-11-25,RUS
,,Right-Handed,Jan 25 1999,"Ploiesti, Romania",324673.0,Maria Toma,814.0,2022-10-24 00:00:00,2025-08-18,ROU
"5' 4""",1.63m,Right-Handed,Mar 9 2001,"Santa Fe, Argentina",325373.0,Maria Urrutia,976.0,2023-08-21 00:00:00,2025-08-18,ARG
,,Right-Handed,Dec 27 1983,"Posadas, Argentina",70473.0,Maria Vanina Garcia Sokol,191.0,2000-12-04 00:00:00,2008-06-23,ARG
"5' 6""",1.68m,Right-Handed,May 24 1974,"Caracas, Venezuela",220070.0,Maria Vento-Kabchi,26.0,2000-12-04 00:00:00,2007-06-11,VEN
,,Right-Handed,Aug 14 1981,"Olavarria, Argentina",40428.0,Maria Victoria Domina,1055.0,2006-12-04 00:00:00,2006-12-18,ARG
,,Right-Handed,Mar 18 1979,,230210.0,Maria Wolfbrandt,220.0,2000-12-04 00:00:00,2005-12-05,SWE
"5' 8""",1.72m,Right-Handed,May 07 1988,"Moscow, Russia",313965.0,Maria Zharkova,490.0,2006-11-13 00:00:00,2012-02-13,RUS
,,Left-Handed,Jun 2 1996,"Moscow, Russia",322851.0,Maria Zotova,1183.0,2016-02-22 00:00:00,2016-02-22,RUS
"5' 5""",1.65m,Right-Handed,Jan 20 1988,"San Luis Potosi, Mexico",311068.0,Maria-Isabel Camberos,1371.0,2005-12-05 00:00:00,2005-12-05,MEX
,,Right-Handed,Jul 9 1990,"Montevideo, Uruguay",315750.0,Maria-Jose Arechavaleta,1052.0,2008-11-03 00:00:00,2008-11-03,URU
,,,,,311734.0,Maria-Sol Rotondo,1168.0,2006-12-04 00:00:00,2006-12-18,ARG
"5' 10""",1.77m,Right-Handed,Mar 18 1971,"Johannesburg, South Africa",40020.0,Mariaan De Swardt,823.0,2000-12-04 00:00:00,2001-09-03,RSA
,,Right-Handed,Nov 07 2001,"Tbilisi, Georgia",326533.0,Mariam Dalakishvili,779.0,2019-09-16 00:00:00,2021-10-11,GEO
"5' 5""",1.65m,Right-Handed,Jan 17 1990,"Tbilisi, Georgia",313627.0,Mariam Kurdadze,1364.0,2006-12-04 00:00:00,2006-12-04,GEO
,,Right-Handed,Aug 26 1976,"La llosa de Ranes, Spain",180239.0,Mariam Ramon Climent,172.0,2000-12-04 00:00:00,2003-08-25,ESP
,,,,,329227.0,Marian Gomez Pezuela Cano,1133.0,2023-08-21 00:00:00,2025-08-18,MEX
,,Right-Handed,Jun 16 2003,"Pinhal Novo, Portugal",328429.0,Mariana Campino,1227.0,2019-09-16 00:00:00,2019-09-16,POR
,,Right-Handed,Sep 9 1984,"Buenos Aires, Argentina",30583.0,Mariana Conde,792.0,2000-12-04 00:00:00,2002-06-03,ARG
,,Right-Handed,Nov 04 1984,"Miami, FL, United States",30538.0,Mariana Correa,563.0,2000-12-04 00:00:00,2011-02-21,ECU
"5' 7""",1.70m,Right-Handed,Feb 28 1990,"Lima, Peru",315754.0,Mariana Demichelli Vergara,917.0,2008-11-03 00:00:00,2011-02-21,PER
"5' 7""",1.72m,Right-Handed,Mar 11 1976,"Buenos Aires, Argentina",40198.0,Mariana Diaz-Oliva,42.0,2000-12-04 00:00:00,2007-08-13,ARG
,,Right-Handed,Jan 08 1995,"Makarska, Croatia",318164.0,Mariana Drazic,739.0,2016-02-22 00:00:00,2023-08-21,CRO
"5' 7""",1.69m,Right-Handed,Aug 12 1989,"Bogotá, Colombia",312572.0,Mariana Duque-Mariño,66.0,2005-08-22 00:00:00,2019-06-10,COL
"5' 7""",1.70m,Right-Handed,Sep 30 1980,"Kosice, Slovakia",80301.0,Martina Hingis,1.0,2000-12-04 00:00:00,2007-11-12,SUI
,,,,,10076.0,Miyako Ataka,753.0,2000-12-04 00:00:00,2002-06-03,JPN
,,,,,60340.0,Noelia Furno,770.0,2000-12-04 00:00:00,2001-12-10,ARG
,,,,,70485.0,Silvia Gutierrez Quiroga,831.0,2000-12-04 00:00:00,2001-09-03,ESP
,,,,,230280.0,Susanne Wild,608.0,2000-12-04 00:00:00,2003-07-21,GER
,,Right-Handed,Oct 29 1982,"Leon, Spain",70434.0,Rocio Gonzalez,827.0,2000-12-04 00:00:00,2000-12-25,ESP
,,Left-Handed,Aug 28 1984,"Mumbai, India",220777.0,Meghha Vakaria,381.0,2000-12-04 00:00:00,2007-08-13,IND
,,Right-Handed,Jan 6 1981,"Toronto, Canada",80404.0,Nicole Havlicek,840.0,2000-12-04 00:00:00,2000-12-25,CAN
,,Right-Handed,Jan 1 1978,"Saint George, UT, USA",160402.0,Megan Dorny,858.0,2000-12-04 00:00:00,2000-12-25,USA
,,Right-Handed,Sep 10 1983,,20647.0,Olga Borisova,717.0,2000-12-04 00:00:00,2002-06-03,BLR
,,,,,110408.0,Shizu Katsumi,521.0,2000-12-04 00:00:00,2005-12-05,JPN
,,,,,30453.0,Nives Culum,854.0,2000-12-04 00:00:00,2001-09-03,SLO
,,,,,30486.0,Sabrina Corazza,808.0,2000-12-04 00:00:00,2001-12-10,SUI
"5' 9""",1.74m,Right-Handed,Jun 27 1985,"Saint-Petersburg, Russia",110552.0,Svetlana Kuznetsova,2.0,2000-12-04 00:00:00,2022-02-21,RUS
,,,,,120413.0,Salome Llaguno,627.0,2000-12-04 00:00:00,2008-11-03,ARG
"5' 8""",1.73m,Right-Handed,Apr 05 1983,"Bombay, India",210043.0,Shikha Uberoi,122.0,2000-12-04 00:00:00,2011-02-21,IND
,,Right-Handed,Jun 5 1981,"Cape Town, South Africa",220232.0,Natasha Van Der Merwe,661.0,2000-12-04 00:00:00,2002-06-03,RSA
"5' 7""",1.70m,Right-Handed,Feb 03 1984,"Mexico City, Mexico",200333.0,Melissa Torres Sandoval,227.0,2000-12-04 00:00:00,2009-04-13,MEX
"5' 5""",1.65m,Right-Handed,Jan 1 1982,"Timisoara, Romania",20547.0,Ramona But,778.0,2000-12-04 00:00:00,2001-12-10,ROM
,,,,,200272.0,Yan Tang,800.0,2000-12-04 00:00:00,2001-12-10,CHN
,,,,,160291.0,Petra Plackova,743.0,2000-12-04 00:00:00,2001-12-10,CZE
,,Right-Handed,Apr 18 1984,"Songkhla, Thailand",30579.0,Wilawan Choptang,518.0,2000-12-04 00:00:00,2006-12-18,THA
,,Right-Handed,Jul 08 1984,"Heerlen, Netherlands",70470.0,Michelle Gerards,207.0,2000-12-04 00:00:00,2010-04-26,NED
,,,,,130706.0,Marta Mir Portell,625.0,2000-12-04 00:00:00,2003-08-04,ESP
,,Right-Handed,Jan 15 1982,"Beverley, England",70401.0,Sarah Gregg,779.0,2000-12-04 00:00:00,2001-12-10,GBR
,,Right-Handed,Feb 20 1984,,190887.0,Yevgenia Savranska,172.0,2000-12-04 00:00:00,2010-04-05,UKR
,,Right-Handed,Sep 04 1984,"Kyiv, Ukraine",120381.0,Tetiana Luzhanska,131.0,2000-12-04 00:00:00,2013-09-09,USA
,,,,,30508.0,Veronika Ctvrtnickova,595.0,2000-12-04 00:00:00,2003-08-04,CZE
,,,,,200364.0,Yamini Thukkaiandi,758.0,2000-12-04 00:00:00,2001-12-10,IND
,,,,,40405.0,Yan-Hua Dong,673.0,2000-12-04 00:00:00,2005-12-05,CHN
"5' 7""",1.70m,Right-Handed,Jul 06 1984,"Washington, D.C., USA",160472.0,Shenay Perry,40.0,2000-12-04 00:00:00,2011-06-27,USA
,,,,,130568.0,Monica Mastan,508.0,2000-12-04 00:00:00,2003-08-04,ROM
,,Right-Handed,Dec 26 1976,"Canton, USA",80295.0,Tumeka Harris,692.0,2000-12-04 00:00:00,2002-06-03,USA
,,,Dec 12 1979,"Long Grove, IL, USA",40357.0,Michelle Dasso,483.0,2000-12-04 00:00:00,2003-08-04,USA
,,Right-Handed,Jun 30 1978,"Hakodate, Japan",140123.0,Yasuko Nishimata,807.0,2000-12-04 00:00:00,2000-12-25,JPN
,,,,,20671.0,Marina Bernshtein,796.0,2000-12-04 00:00:00,2003-03-24,ISR
,,,Jun 7 1983,"Guayaquil, Ecuador",70446.0,Paula Guerrero,610.0,2000-12-04 00:00:00,2002-06-03,ECU
,,,,,200238.0,Qi Tuo,917.0,2000-12-04 00:00:00,2000-12-25,CHN
,,,,,80410.0,Stefanie Hershfield,902.0,2000-12-04 00:00:00,2001-12-10,USA
,,Right-Handed,Feb 3 1985,,220273.0,Nadejda Vassileva,553.0,2000-12-04 00:00:00,2011-02-21,BUL
,,Right-Handed,Nov 3 1984,"Istanbul, Turkey",10302.0,Merve Asimgil,921.0,2000-12-04 00:00:00,2001-12-10,TUR
,,,,,20600.0,Suzi Becvinovska,937.0,2000-12-04 00:00:00,2001-09-03,AUS
